id,sentence1,domain,label
191,"Restore to me the joy of your salvation and grant me a willing spirit, to sustain me. (Psalm 51:12 NIV) #WordOfLife #SemST",atheism,against
192,Our Father who art in heaven hallowed be Thy name. Thy kingdom come. Thy will be done on earth as it is in heaven #rosary #teamjesus #SemST,atheism,against
193,I am against religion because it teaches us to be satisfied with not understanding the world. - @user #SemST,atheism,favor
194,"What happened to this world! Attacks in France, Tunisia and Kuwait Kill Dozens!! Is this what you do in Ramadan!!!!? #shameless #SemST",atheism,none
195,Prayer is a gift. Trusting and walking in it is a blessing. #Yeshua #GetToKnowHim #RelationshipIsKey #KeepWalkingByFaith #SemST,atheism,against
196,Many doctrines have been created so Christians could save face #truth #theology #SemST,atheism,favor
197,@user @user Read a book that isn't about a burning bush and maybe you'll learn something #LoveWins #SemST,atheism,favor
198,We look forward to Birmingham in 2016! #BHA2015 #BHA2016 #SemST,atheism,against
199,"@user  It's very cool, but it's not evidence for any #god. Is that what you're implying?  #SemST",atheism,favor
200,RT @user Jesus is my peace. #SemST,atheism,against
201,"I bought the world and sold my heart, You traded heaven to have me again. #SemST",atheism,against
202,Thou shall think for ones self. #freethought #freethinker #reality #SemST,atheism,favor
203,"Personally, I know many Christians who are #agnostic - John Simms #spirituality #stlouis #truth #reality #SemST",atheism,against
204,@user come on I'm waiting for you to discover me #suppertalented #dreamer #golds #EmpireFOX #Humble #motivation  #SemST,atheism,against
205,"Before any African American goes to church, they should realize that their make believe god supported their slavery.  #SemST",atheism,favor
206,"#AskBobby If you were president, would you institute the Christian version of Sharia Law?  #SemST",atheism,against
207,True community is being able to disagree and still love one another. #roadtolife #SemST,atheism,none
208,#GOSPELBEAT RT TheKurtCarr: There's NOBODY like our God! He's the GREATEST Power! #SemST,atheism,against
209,What I see in the natural will not stop what God is getting ready to release in the supernatual. #SemST,atheism,against
210,Its #gamenight w @user @user n Malden 2night @ 730 @user #freethought #humanist #none #Community #SemST,atheism,against
211,It's #PrayerTime! Call in 7AM Friday 605-475-3220 access code: 685783 #PrayForCharleston #prayforUSA #atlprayer #theLifeLine #SemST,atheism,against
212,I could never take the idea of religion very seriously. ~Joyce Carol Oates #SemST,atheism,against
213,#WhatIKnowAboutIslam helped me 2 find The Truth in other religions #Christianity #Buddhism #Judaism & in #SemST,atheism,against
214,"If we are unsure whether something is halal or haram, we should leave it - this will #safeguard our #deen #rule #SemST",atheism,against
215,"Lord, You are my Hope! In You I will always trust. #SemST",atheism,against
216,"Clear your thoughts, look up to the sky, SOMEONE there is looking after you. #God #islam #SemST",atheism,against
217,Impressed with the nice Tunisians. Not impressed with religion; a major cause of so much heartache & death. #remembertunisia #SemST,atheism,favor
218,@user @user will be there with a few friends. Looking forward to it. #SemST,atheism,against
219,Peace I leave with you; my peace I give to you. | John 14:27a | #SemST,atheism,against
220,"#God, because you hold us close, give us the courage to let go when we need to. #SemST",atheism,against
221,"Never give up, you beautiful fuckers. #Optimism #MotivationalDemotivational #SemST",atheism,none
222,"Whoever is not kind to the younger ones, or does not respect the elders is not from my nation"" -Prophet Muhammad (PBUH #islam #SemST",atheism,against
223,"BIBLE EXPO! here at  TRUTHCASTER,COM  Please come. Thanks! #Bible #Expo #Truths #SemST",atheism,against
224,Thankful for another day of this awesome life God has given us :) #peace #thankful #goodFather #abundant #joy #life #goodness #SemST,atheism,against
225,@user When r u going to stand up against the stupidity of faith; belief w/o evidence? #FuckReligion #FuckJesus #SemST,atheism,favor
226,Remeber...the difference between stumbling blocks and stepping stones...is how you use them. #servantleader #leadership  #SemST,atheism,none
227,"@user in Alberta, she could receive abstinence misinfo & shame in a public school and be forced to pray.  #abed not #SemST",atheism,favor
228,"@user I don't trust you performing your ""science-based medicine"" on children.  I don't think it's science, or why reiterate? #SemST",atheism,against
229,It doesn't matter where you're going -but it does matter- who you are becoming #priorities #process #SemST,atheism,none
230,"STOP! Hold your peace and allow the All Powerful God time to fight the battle. Then, ""You Win!"" #believe #truth #hope #ButGod #SemST",atheism,against
231,My connection to #God allows me to create all the good in my live. #SemST,atheism,against
232,"The devil is our enemy, and our mind is the battleground he plays in. -Josh Ricketson #RUSH #RUSHSWAG #SemST",atheism,against
233,"And We created not the heavens and the earth, and all that is between them, for mere play,  [Quran 44:38]  #athiest  #SemST",atheism,against
234,I'm not reading that mother fucking book because a human wrote it! #religiousfreedom #Humanslie #SemST,atheism,favor
235,Religious leaders are like political leaders - they say what they think people want to hear.  #freethinker #SemST,atheism,favor
236,countless more will die until this race will die by self inflicted genocide #kuwait #shunpoliticalislam #SemST,atheism,none
237,"What is the purpose of life?"" & ""Why are we here?"" #Islam is providing clear and concise answers for these questions.#islam #SemST",atheism,against
238,I bind and rebuke all demons of jihad in the name of Jesus. #SemST,atheism,against
239,"If you don't feel the need for God/Love, then you don't desire God.  #truth #love #SemST",atheism,against
240,"Humanity is deeper than race, gender and religion... it's LOVE! #love #INV #life #humanity #race #sex #gender #SemST",atheism,none
241,"We love not by finding a perfect person, but by learning to see an imperfect person perfectly. #love #SemST",atheism,none
242,"Let us offer through Jesus a continual sacrafice of praise to God, proclaiming our allegiance to his name.  Hebrews13:15NLT #God #SemST",atheism,against
243,@user and you don't support equality because of a myth... something has got you ALL messed up.  #SemST,atheism,none
244,Therefore confess your sins to each other and pray for each other so that you may be healed. James 5:16 #men #accountability #god #SemST,atheism,against
245,":) May Your Heart Be Firmly Fixed, Trusting The LORD...  He Shall Not Falter, He Cannot Fail... May His Breath Guide Your Sail...  #SemST",atheism,against
246,RT @user Let the scepter of Your kingdom be released -Heb. 1:8 #SemST,atheism,against
247,Any sane person who advocates positive change in the world would be against religion. It's easy to see the damage it does. #SemST,atheism,favor
248,Religions stopped being credible the minute the first dinosaur fossil was found.   #SemST,atheism,favor
249,This is the Day that The LORD has made. Let us rejoice and be glad in it!!!! #Sunday #SemST,atheism,against
250,@user @user @user Good luck with that. #separationofchurchandstate #TING #GWG #GFYH #SemST,atheism,none
251,I adore the women the Lord is making me into! Wow.#forevergrateful #beingme #thisiswhoIwasmeanttobeallalong #free #SemST,atheism,against
252,#Life is a STATION not a DESTINATION #islam #SemST,atheism,against
253,Thou shalt not boil a kid in its mother's milkExodus23:19  Thank god I'm an atheist! #FUNDAMENTIA #BibleVerses #god #christianity #SemST,atheism,favor
254,You can't reason with crazy. You are crazy just for trying. Damn! I guess we are all crazy. #Humans #SemST,atheism,none
255,God never gives us anything we can't handle - it's either a victory or a lesson ....have an amazing day!! #inspiration #believe #SemST,atheism,against
256,A big MUAH to everyone in America! #LoveWins #MarriageEquality #SemST,atheism,none
257,@user Ignorance does that to people. Gotta love them so they can learn to love AS WELL. #EndRacism #LoveYourNeighbor #Peace #SemST,atheism,against
258,"1 Corinthians 13:13 ""So now faith, hope, and love abide, these three;  but the greatest of these is love."" #God #Love #Hope #Bible #SemST",atheism,against
259,"Prophet Muhammad said: ""Exchange gift for it will increase your love towards one another."" #islam #world #Quran #SemST",atheism,against
260,"RT @user #Pray for orphans in #NorthKorea,who over the years found themselves homeless.#TeamJesusTweeters #SemST",atheism,against
261,@user I wish I could eliminate culture. That is the new #SemST,atheism,none
262,@user which god? Yours? not mine. oh wait i don't have one. #LoveWins #SemST,atheism,favor
263,"One of my favorite quotes of all-time! ""Change your thoughts and you change your world"" ~ Norman Vincent Peale #Positivity! #SemST",atheism,none
264,"The god named ""God"" is really just another god.  #freethinker #SemST",atheism,favor
265,"Now, let's get SCOTUS to rule that ""Under God"" on the currency violates the Establishment Clause.  #freethinker #SemST",atheism,favor
266,RT @user Too much #MinorityAppeasement in India. No room for #SemST,atheism,none
267,"For the Lord is the Spirit, and wherever the Spirit of the Lord is, there is freedom. (2 Corinthians 3:17 NLT) #Freedom #SemST",atheism,against
